id,uuid,url,photo_url,date,title,alt_title,creator,subject,back_id,back_text,back_text_source,address,source,geolocatable,user_notes,latLng,location,lastQuery,borough
708231f,28b66520-c53b-012f-3e25-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-e0f2-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=708231f&t=w,,Manhattan: 4th Avenue - 23rd Street,['[Academy of Design]'],,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",708231b,"Academy of Design
Fourth Ave. & 23rd St.
NYC
Torn down in 1901",site,"4th Avenue & 23rd Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Park Ave was formerly called Fourth Ave. https://en.wikipedia.org/wiki/Park_Avenue,"{""latLng"":""40.7402208,-73.9864273""}","[40.740165, -73.98631]",Park Avenue South & East 23rd Street,Manhattan
724096f,646fcb40-c554-012f-9bf8-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-5cd8-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=724096f&t=w,1931,Manhattan: Washington Street - Dey Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Electric apparatus and appliances', 'Radios', 'Stores & shops']}",724096b,"Washington Street, north from and including Telegram Square (Dey Street) to Fulton Street. The view also shows Dey Street, west from and including Washington to West Streets.

April 19, 1931.

P. L. Sperr.",gpt,"Washington Street & Dey Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Approximate based on Dey St (nyc-streets.geojson) and where Washington St. would be had it gone through here.,"{""latLng"":""40.712169638162536,-74.01327840265503""}",null,West Street,Manhattan
731693f,ef597a30-c55f-012f-8fbb-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-9822-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=731693f&t=w,"1931, 1932",Feast of Saint Anthony of Padua,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Bridges', 'Celebrations', 'Children', 'Crowds', 'Feast of Saint Anthony of Padua (New York, N.Y.)']}",731693b,"(1)
Feast of St. Anthony of Padua, 1931, No. 7. The tower, in 106th Street just east of Second Avenue.
September 7, 1931.

P. L. Sperr.

(2)
Feast of St. Anthony of Padua, 1932 (Children's Feast), No. 1. This year, as the country neared the bottom of the depression of the 1930's, the Bruscianese colony could not afford their annual festival. The children, accordingly, decided to have one of their own. Here they are shown rallying around their tower at the N.E. corner of First Avenue and 106th Street, on Labor Day.
September 5, 1932.

P. L. Sperr.

Neg. # 2086",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",Locatable,Location comes from backing text (106th between 1st & 2nd).,"{""latLng"":""40.7901001285668,-73.94141497406618""}",null,2nd Avenue & East 106th Street,Manhattan
707258f,8ba598b0-c539-012f-f010-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-b8a2-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=707258f&t=w,1932,Brooklyn: Warehouse Ave. - Bay 10th St,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'Gravesend (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",707258b,"Warehouse Ave., north side, between Bay 10th and 11th Streets. At the right is Gravesend Bay.

January 9, 1932.

P. L. Sperr.",gpt,"Warehouse Ave. & Bay 10th St., Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,"First, you can see sand in the photo. Second, I found this confirmation that Belt Pkway replaced Warehouse Ave. https://www.coneyislandhistory.org/ask-mr-coney-island?page=2","{""latLng"":""40.60274304667385,-74.01616793865357""}",null,Bay 10th Street,Brooklyn
706217f,fa260710-c537-012f-a4cc-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-b081-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=706217f&t=w,1925,Brooklyn: Park Place - Rogers Avenue,,,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Cottages']}",706217b,"802 Park Place, south side, between Rogers and Nostrand Ave.  A view of the George B. Fisk's gardners cottage, still standing in 1925. (George B. Fisk in 1840 was a railroad agent, in 1844 was president of the Long Island R.R. He was also Alderman of the 9th Ward.)  Clove Road the road from Bedford to Flatbush, ran to the right of the house.
June 1925.
Eugene L. Armbruster Collection.",site,"Park Place & Rogers Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",Locatable,the backing test lists the address as 802 Park Pl.,"{""latLng"":""40.6732478,-73.95121759999999""}","[40.673575, -73.952937]",802 Park Place,Brooklyn
707979f,bc0f36a0-c53a-012f-595f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-defb-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=707979f&t=w,,Manhattan: 2nd Avenue - 125th Street,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",707979b,"Second avenue, west side, from 125th to 125th Streets, showing 2459 Second avenue, a three-story frame house on the S.W.corner of 126th Street.
1932.
J. Clarence Davies Collection,Museum of the City of New York.
Negative No. 262,
",site,"2nd Avenue & 125th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,"Transcription on the back should be ""126th to 125th"". This is basd on the address.","{""latLng"":""40.8034551,-73.93356779999999""}","[40.802757, -73.933553]",2459 2nd Ave,Manhattan
718312f,36e3a000-c54b-012f-07ba-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-2fa7-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=718312f&t=w,1933,Manhattan: Central Park - Pathways,['[Manhattan: Central Park West.]'],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Central Park (New York, N.Y.)', 'Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Parks', 'Trails & paths']}",718312b,"Central Park, Pathways: An over and under pass in the northern portion of the Park as viewed northwestward towards Central Park West.

May 18, 1933.

P. L. Sperr.

Neg. # 2565",site,"Central Park & Pathways., Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Maybe,"Some research into where in Central Park, maybe? Maybe there's a list of all overpasses/bridges?","{""latLng"":""40.7825547,-73.9655834""}","[40.782865, -73.965355]",Central Park,Manhattan
723373f,39aef800-c553-012f-ea82-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-5732-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=723373f&t=w,1922,Manhattan: Spring Street - MacDougal Street,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Duplexes']}",723373b,"233-237, 239-241, 243, 245 Spring Street, north side, adjoining and west of the Butterick Building at the N.W. corner of Macdougal Street (future N.W. corner of Sixth Avenue). These old houses will all be demolished in the winter 1925-26 to make room for the new Vivadon Building. With the exception of the 239 half of No. 239-241, they are all frame houses faced with brick. 1922.

Eugene L. Armbruster Collection.",gpt,"Spring Street & MacDougal Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,"""Macdougal Street (future N.W. corner of Sixth Avenue)""","{""latLng"":""40.72567261921353,-74.00418312069321""}",null,245 Spring St,Manhattan
732570f,5c59eef0-c561-012f-fb29-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-9eea-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=732570f&t=w,1930,Occupations - Peddlers - Umbrellas,['[Manhattan: 4th Avenue - Astor Place.]'],"Volnar, Victor","{'name': [], 'temporal': [], 'geographic': ['New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Street vendors', 'Umbrellas']}",732570b,"Pedlars--Umbrellas: Itinerant umbrella repair men, at Astor Place and Fourth Avenue, Manhattan.

Victor Volmar

Early 1930's
",gpt,"4th Avenue and Astor Place, Manhattan, N.Y.","Photographic views of New York City, 1870's-1970's / Topics",Locatable,The backing test says the intersection,"{""latLng"":""40.7298841,-73.9907356""}",null,Astor Place & 4th Avenue,Manhattan
732622f,70461d40-c561-012f-c27e-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-9f52-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=732622f&t=w,1930,Public Schools - Brooklyn - P.S. 6,,,"{'name': [], 'temporal': [], 'geographic': ['New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Educational facilities', 'Public schools']}",732622b,,,"P.S. 6., Brooklyn, N.Y.","Photographic views of New York City, 1870's-1970's / Topics",Locatable,There's backing text that's not OCR'd. This is Baltic & Smith St. There does still seem to be a school nearby.,"{""latLng"":""40.684857310874975,-73.99159242083206""}",null,Baltic Street & Smith Street,Brooklyn
3985139,f044c470-c5d7-012f-141f-58d385a7bc34,https://digitalcollections.nypl.org/items/b4afdefd-4c6f-146a-e040-e00a180610a2,https://images.nypl.org/?id=3985139&t=w,,"Bryna Court Apartment; Lennie's Café: 195 Prospect Park West-14th St-15 St., Brooklyn",,New York (N.Y.). Tenement House Dept.,"{'name': [], 'temporal': ['1930-1939'], 'geographic': ['New York', 'New York (State)'], 'topic': ['Tenement houses']}",,,,,Photographs taken by inspectors of the New York City Tenement House Department / Vol. 7,Locatable,,"{""latLng"":""40.6614383,-73.9801793""}",null,195 Prospect Park W,Brooklyn
730517f,1e48c9e0-c55e-012f-8cd1-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8ef9-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=730517f&t=w,,Advertisements - [Advertising signs.],['[Manhattan: 42nd Street - 7th Avenue ; Eltinge Burlesque Theatre.]'],"Volnar, Victor","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': []}",730517b,,,42nd Street and 7th Avenue,"Photographic views of New York City, 1870's-1970's / Topics",Locatable,Location comes from (missing) backing text,"{""latLng"":""40.75643139735338,-73.98817641614684""}",null,7th Avenue & West 42nd Street,Manhattan
710053f,19d84430-c53e-012f-ffb9-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-ef2a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=710053f&t=w,1940,Manhattan: 8th Avenue - Horatio Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Apartment houses']}",710053b,"Eighth Avenue, south from Horatio Street, showing mainly the easterly side of same. The photographer is viewing towerds Abingdon Square where the dominant 16-story apartmant house appears. This bears No. 20 Abingdon Square and is at the S. E. corner of W. 12th
Street.
Returning to the foregrounc one observes the diagonal sweep of W. 4th Street across the Avenue, fhis is on right and running to the left center. This leaves a triangular block in the center, the apex of which touches upon Jane Street. The latter, though not seen, runs in a horizontal plane across the midground and is obstructed from view
by the buildinggs at the right and left.
April 9, 1940
P. L. Sperr
",site,"8th Avenue & Horatio Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.73851212461086,-74.00361229695893""}","[40.738756, -74.003446]",,Manhattan
700463f,4c639a90-c52f-012f-5588-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-a407-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=700463f&t=w,,Bronx: Barker Avenue - Thwaites Place,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Bronx (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",700463b,"Barker Avenue, west side, north from Thwaites Place.
April 3, 1938.
P.L. Sperr
",site,"Barker Avenue & Thwaites Place, Bronx, NY","Photographic views of New York City, 1870's-1970's / Bronx",Locatable,,"{""latLng"":""40.85909820472512,-73.86962692394255""}","[40.858871, -73.869525]",,Bronx
715454f,c3801120-c546-012f-7371-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-195c-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=715454f&t=w,1885,Manhattan: Lawrence Street - Amsterdam Avenue,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'Manhattanville (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",715454b,"Manhattanville: Pettits Carpenter Shop at No. 86 Lawrence Street, south side, west of Tenth (now Amsterdam) Ave. This location is now numbered 496 West 126th Street, and a 5-story tenement house stands here.

About 1885.
",gpt,"Lawrence Street & Amsterdam Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,"For Lawrence Street, see https://www.nytimes.com/1982/08/01/realestate/l-letters-on-lawrence-ave-054163.html","{""latLng"":""40.8141277,-73.9556803""}",null,496 W 126th St,Manhattan
416455,43491450-c6db-012f-1da3-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47da-d685-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=416455&t=w,,No. 36 Central Park South. Between Fifth and Sixth Avenues,,,"{'name': [], 'temporal': [], 'geographic': ['New York', 'New York (State)'], 'topic': ['Apartment houses', 'Dwellings']}",,,,"36 Central Park South. Between Fifth and Sixth Avenues., Manhattan, NY",1913 supplement to the World's loose leaf album of apartment houses...,Locatable,Based on address,"{""latLng"":""40.765047613794046,-73.97514218095093""}",null,36 Central Park S,Manhattan
713808f,45417c30-c544-012f-36a3-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-0c82-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=713808f&t=w,1938,Manhattan: 56th Street (West) - 5th Avenue,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Glass industry']}",713808b,"West 56th Street, south side, east from (No. 18, right) a point to the west of Fifth Avenue, and across same. Note at the S.W. corner of the latter, a 4 story building with large glass window inserts. This is occupied by the Corning Glass Co. and is constructed mainly of glass brick, a new building material that this company manufacturers. Across from same is the 12 story Langdon, at the S.E. corner of the
Avenue.
March 19, 1938.
P. L. Sperr,
",site,"56th Street (West) & 5th Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,There's a No. 18 W 56th St mentioned in backing text.,"{""latLng"":""40.7626132,-73.97572749999999""}","[40.762294, -73.974458]",18 W 56th St,Manhattan
728823f,5eed52f0-c55b-012f-9df0-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-81bc-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=728823f&t=w,1932,Richmond: Fingerboard Road (We - Grant Avenue,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Mount Manresa (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)', 'Staten Island (New York, N.Y.)'], 'topic': ['Dwellings']}",728823b,"W. Fingerboard Road, north side, between Grant Ave. and Merle place, showing ""Mount Manresa."" The maps from 1874 to 1907 show it to belong to the Meyer family. The house is about 125 feet back of the road.

May 14, 1932.

P. L. Sperr.",gpt,"Fingerboard Road (We & Grant Avenue, Staten Island, NY","Photographic views of New York City, 1870's-1970's / Staten Island",Locatable,"https://statenisland.pastperfectonline.com/photo/B52C66EE-7AC7-4C43-B5BB-172746862885:

""Grant Avenue no longer exists. It appears in the 1917 Staten Island atlas, at that time intersecting Fingerboard Road but not Garfield Avenue. This location is now part of Narrows Road North.""","{""latLng"":""40.6054625258026,-74.06859690926208""}",null,Fingerboard Road & Merle Place,Staten Island
729939f,179bd660-c55d-012f-7a32-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8a76-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=729939f&t=w,1910,[Richmond:] Staten Island - Wolfe's Pond Park - Wolfe's Pond,,"Simonson, Mulford","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Staten Island (New York, N.Y.)'], 'topic': []}",729939b,"Wolfe's Pond Park (Staten Island): A view of Wolfe's Pond.

About 1910

By Mulford Simonson
From P. L. Sperr Collection",gpt,,"Photographic views of New York City, 1870's-1970's / Staten Island",Locatable,,"{""latLng"":""40.519141,-74.1902206""}",null,Wolfe's Pond Park,Staten Island
709827f,c0a82a10-c53d-012f-8731-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-ed66-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=709827f&t=w,1915,Manhattan: 7th Avenue - 49th Street (West),,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Building construction', 'Restaurants']}",709827b,"Seventh Avenue, east side, at West 49th Street, showing the Godfrey Building under construction at the S.E. corner.
October 3, 1215
Borough President of Manhattan
No. 872
",site,"7th Avenue & 49th Street (West), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.76031884914885,-73.9836478981476""}","[40.760457, -73.983723]",,Manhattan
719523f,1b099960-c54d-012f-280c-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-391d-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=719523f&t=w,1940,Manhattan: East River Drive - 89th Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Corlears Hook Park (New York, N.Y.)', 'Franklin Delano Roosevelt Drive (New York, N.Y.)', 'Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)', 'Williamsburg Bridge (New York, N.Y.)'], 'topic': ['Parks', 'Road construction']}",719523b,"East River Drive, at Corlears Hook Park and northeast-ward showing constructional details of this section below the Williamsburg Bridge. The section above is completed at this date and open to vehicles.

April 7, 1940
No's. 1-2-3

P. L. Sperr",gpt,"East River Drive & 89th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.71239861865898,-73.9770399909851""}",null,Corlears Hook Park,Manhattan
719103f,741b6ff0-c54c-012f-c89f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-35d5-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=719103f&t=w,"1939, 1941",Manhattan: Columbus Avenue - 59th Street (West),,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Columbus Circle (New York, N.Y.)', 'Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Fur trade', 'Hotels', 'Shoe stores']}",719103b,"1-Columbus Circle, east siee looking across the west side of the Circle, and showing the west side looking northw st also the
subway 59th Street station.
2-9 Columbus Avenue, east side, north of Test 59th etreet, looking northwards and showing otel St. Paul at the southeast corner of
6Oth Street.
P. L. Tnerr  View 11 April 11, 1939
NOREPRODUCTIONR  View 2: April 19, 1941
",site,"Columbus Avenue & 59th Street (West), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,"The photos are at locations about a block apart. The first is on Columbus _Circle_, not Columbus Avenue. The second is actually on Columbus Ave.","{""latLng"":""40.76922012544126,-73.98473981349181""}","[40.769212, -73.984772]",,Manhattan
1508257,ffe0e8f0-c5ce-012f-8819-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-0474-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1508257&t=w,"1887, 1986","59th Street (East) - First Avenue, northeast corner",,,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Buildings, structures, etc.']}",1508258,,,"59th Street (East) - First Avenue, northeast corner, Manhattan, NY","Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Manhattan",Locatable,intersection is in title,"{""latLng"": ""40.75962,-73.961967""}","[40.75962, -73.961967]",,Manhattan
714493f,527660d0-c545-012f-7e52-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-11dc-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=714493f&t=w,1936,Manhattan: 76th Street (East) - Park Avenue,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Brownstone buildings', 'Houses', 'Sidewalks', 'Street maintenance & repair']}",714493b,"46 to 42 East 76th Street, north side, between Park and Madison Aves.
May 13, 1936.
W.P.A. Photo.
Federal Art Project.
",site,"76th Street (East) & Park Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,address is in the backing text,"{""latLng"":""40.7739256,-73.9630081""}","[40.773657, -73.961853]",42 East 76th Street,Manhattan
708844f,20e32450-c53c-012f-1d46-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-e5b8-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=708844f&t=w,1912,Manhattan: 5th Avenue - 45th Street,,,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Shoe stores']}",708844b,"548 Fifth Avenue, adjoining N.W. corner of 45th Street.
About 1912.
neg #612
",site,"5th Avenue & 45th Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,address is in backing text,"{""latLng"":""40.75575,-73.97980199999999""}","[40.75543, -73.979467]",548 Fifth Avenue,Manhattan
730108f,753a63e0-c55d-012f-c404-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8bc8-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=730108f&t=w,1927,General view - [Manhattan - Central Park and area south.],,"Fairchild Aerial Surveys, Inc.","{'name': [], 'temporal': [], 'geographic': ['Central Park (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Parks']}",730108b,"IDENTIFICATION;  Central Park and area south
DATE:  4 March 1927
PHOTOGRAPHER:  Fairchild Aerial Surveys, Inc.
270 W. 38, NYC
NEGATIVE: no.46019
REPRODUCTION RIGHTS:  Held by Photographer ",gpt,"Central Park and area south., Manhattan, NY","Photographic views of New York City, 1870's-1970's / Topics",Locatable,backing text mentions area south of Central Park.,"{""latLng"":""40.766188,-73.977302""}",null,Central Park South,Manhattan
724001f,3d0f0d90-c554-012f-2a44-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-5c1a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=724001f&t=w,"1927, 1933, 1935",Manhattan: Washington Square North - University Place,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Apartment houses', 'Row houses']}",724001b,"(1)
3-13 Washington Square North, north side, from but not including University Place to but not including Fifth Ave., with the new No. One Fifth Ave. apartment hotel rising in the background. The view is across the Square from the S.E. corner.
December 28, 1927.
P. L. Sperr.
(2)
The same, showing more of the S.E. side of Washington Square Park.
February 23, 1933.
P. L. Sperr.
Neg # 583
(3)
The same, two years later, as seen from the S.E. corner of Washington Square.
The Empire State Building, in the far background, has been erected
since the date of the previous view.
July. 1935.
P. L. Sperr.
",site,"Washington Square North & University Place, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.73108818095141,-73.99630519643404""}","[40.730702, -73.995581]",,Manhattan
3984719,7676aa60-c5d7-012f-07e9-58d385a7bc34,https://digitalcollections.nypl.org/items/b4afdefd-4acb-146a-e040-e00a180610a2,https://images.nypl.org/?id=3984719&t=w,,"Brick row house; Edward Larkin Lawyer offices on first floor: Saratoga Ave.-Riverdale Av-Livonia, Brooklyn",,New York (N.Y.). Tenement House Dept.,"{'name': [], 'temporal': ['1930-1939'], 'geographic': ['New York', 'New York (State)'], 'topic': ['Tenement houses']}",,,,,Photographs taken by inspectors of the New York City Tenement House Department / Vol. 4,Locatable,Saratoga between Livonia & Riverdale,"{""latLng"":""40.66073315362111,-73.91526406137694""}",null,Saratoga Avenue & Riverdale Avenue,Brooklyn
721594f,582d4b80-c550-012f-ed8d-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-494b-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=721594f&t=w,1935,Manhattan: Mangin Street - Rivington Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Business districts', 'Handcarts', 'Stables', 'Street vendors']}",721594b,"(1)
Mangin Street, west side, north from and including Rivington, to and including East Houston Streets. Also shown is Nos. 330-336 Rivington Street, at and adjoining the N.W. corner of Mangin Street, (as seen across clearance). Note stables at Nos. 81-95 Mangin Street.
September 18, 1935.

P L. Sperr.

(2)
The same, from a point further northward, and showing a closer view of stables.
September 18, 1935.

P L. Sperr.",gpt,"Mangin Street & Rivington Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Maybe Mangin & Rivington used to extend farther and intersect. E Houston & Mangin still do.,"{""latLng"":""40.71776559389106,-73.97612814550781""}",null,Mangin Street & East Houston Street,Manhattan
716679f,a2b4bc90-c548-012f-431e-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-22eb-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=716679f&t=w,1936,Manhattan: Bleecker Street - Lafayette Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Gasoline pumps']}",716679b,"(1)
Bleecker Street, south side, east from but not including Lafayette Street, to and including Mott Street. This view also shows Mulberry Street, at, adjoining and south of Bleecker Street.
March 16, 1934.

P. L. Sperr.

(2)
The same, slightly more inclusive of Mulberry Street.
June 23, 1936.

P. L. Sperr.

(3)
The same as No. 1.
February 1924.

Eugene L. Armbruster Collection.
",site,"Bleecker Street & Lafayette Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,Mulberry & Bleecker is probably a more accurate cross street.,"{""latLng"":""40.7258441,-73.99446999999999""}","[40.725902, -73.994646]",Mulberry Street & Bleecker Street,Manhattan
734338f,1a17e140-c564-012f-8e60-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-acb8-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734338f&t=w,"1927, 1939",Harlem River - Bronx - Spuyten Duyvil Road,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Broadway Bridge (New York, N.Y.)', 'Harlem River (N.Y.)', 'Henry Hudson Bridge (New York, N.Y.)', 'Marble Hill (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Bridges', 'Rivers', 'Shipping', 'Transportation facilities']}",734338b,,,"Spuyten Duyvil Road., Harlem River, Bronx, NY","Photographic views of New York City, 1870's-1970's / Topics",Locatable,"Found an article stating that Spuyten Duyvil Road is now Edsall Ave. Also, Henry Hudson Bridge is mentioned as subject.
https://www.nytimes.com/1994/05/29/realestate/if-you-re-thinking-living-spuyten-duyvil-sunsets-over-palisades-legends.html","{""latLng"":""40.8784547,-73.9214788""}",null,Edsall Avenue,Bronx
721747f,94cc04c0-c550-012f-2c44-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-4a7d-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=721747f&t=w,1933,Manhattan: Mott Street - Pell Street,,"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Chinatown (New York, N.Y.)', 'Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Restaurants']}",721747b,"14-20 Mott Street, east side, between Chatham Square, and Pell Street, as seen from Park Street.
June 9, 1933.

P. L. Sperr.

Neg # 2 (4 x 5 neg)
Neg # 703 (8 x 10 neg)",gpt,"Mott Street & Pell Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",Locatable,,"{""latLng"":""40.713442,-73.9984849""}",null,Mott Street & Chatham Square,Manhattan
