id,uuid,url,photo_url,date,title,alt_title,creator,subject,back_id,back_text,back_text_source,address,source,location
2040814,6a299480-c6ce-012f-7b23-58d385a7bc34,https://digitalcollections.nypl.org/items/a44288b4-9c2c-b31f-e040-e00a18060314,https://images.nypl.org/?id=2040814&t=w,1951,"United States Lines at Pier 69, North River]",[],,"{'name': ['New York (N.Y.). Department of Docks and Ferries'], 'temporal': [], 'geographic': ['Hudson River (N.Y. and N.J.)', 'New York', 'New York (State)'], 'topic': ['Boats', 'Ferry terminals', 'Piers & wharves']}",,,,,"Collection of photographs of East River and Hudson River piers, Manhattan / Pier 50-99 [Volume 2]",null
713828f,4d171030-c544-012f-fd77-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-0caa-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=713828f&t=w,,Manhattan: 57th Street - 1st Avenue,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",713828b,"57th Street, north side, west from and including First Avenue.
March 13, 1928.

P. L. Sperr.
",gpt,"57th Street & 1st Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.758314, -73.962933]"
705113f,48236870-c536-012f-53db-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d4fc-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=705113f&t=w,1941,Brooklyn: Jefferson Avenue - Franklin Avenue,[],,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Brownstone buildings', 'Houses', 'Row houses']}",705113b,"Jefferson Avenue, east from Franklin Avenue. View 2 is west from Bedford Avenue.

P. L. Sperr

view 2: Neg.No.A-1031

VIEW 1: NEG # 3369

August 28, 1941
Views 1,2
",gpt,"Jefferson Avenue & Franklin Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.682603, -73.955965]"
719497f,10f4f920-c54d-012f-f56e-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-38e9-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=719497f&t=w,1932,Manhattan: Houston Street (East) - Avenue A,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Elevated railroads', 'Hoisting machinery', 'Junkyards', 'Railroad stations']}",719497b,,,"Houston Street (East) & Avenue A, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.722247, -73.986278]"
1557931,8b577040-c5ec-012f-473f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-ef2a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1557931&t=w,"1930, 1939",Fifth Avenue - West 42nd Street,['The New York Public Library Building'],Wurts Brothers,"{'name': ['New York Public Library. Humanities and Social Sciences Library'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Buildings, structures, etc', 'Historic buildings', 'Libraries']}",,,,"Fifth Avenue - West 42nd Street, Manhattan, NY","[Collection of photographs of New York City.] / [Wurts Brothers, photographer] / Manhattan","[40.753488, -73.980894]"
720188f,2e1bf170-c54e-012f-dfd5-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-3e4f-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=720188f&t=w,1900,Manhattan: Greenwich Street - Albany Street,[],"Kennedy, Thomas W.","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Elevated railroads', 'Shoe stores']}",720188b,"Greenwich Street, at the N. W. corner of Albany Street. Overshadowing the street level is the old Ninth Avenue Elevated Line that was removed in 1940.

About 1900

Thomas W. Kennedy, photo
Thru Beecher Ogden
Museum Photo. Assn.
",gpt,"Greenwich Street & Albany Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.709152, -74.013109]"
733409f,9841b1f0-c562-012f-70c9-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-a577-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=733409f&t=w,1870,Transportation - Elevated.,"['9th Avenue Elevated Line.', 'Charles C. Harvey, the inventor, was permitted by the Legislator to build an experimental track along Greenwich Street.', '[Manhattan: 9th Avenue.]']","Underhill, Irving,d. 1960","{'name': [], 'temporal': [], 'geographic': ['New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Elevated railroads', 'Railroad stations']}",733409b,"Transportation: The Ninth Avenue Elevated Line at an early date. Note the name, The New York Elevated Railroad Co. on the top of the passenger cars.

Charles C. Harvey, the inventor, was permitted by the Legislature to build an experimental track along Greenwich Street, from Battery Place to W. 29th Street. The system was commenced in 1867 and the means of locomotion was a wire rope drawn by a stationary engine. This method was unsuccessful, and the matter lay in abeyance for several years. The Company failed in 1870 and was succeeded by the New York Elevated Co., which began the use of small locomotives on the tracks. The Manhattan Railway Co. was formed in 1875, and in 1879 it leased, for a term of 999 years, the New York Elevated Railroad and the Metropolitan Elevated Railway, both of which were chartered in 1872 and opened in 1878. The lease was modified in 1884. A copy of this scene is in the Bagoe Collection and is located as at 59th Street.

Between 1870-79

Irving Underhill, photo
Gift of Ubrock Collection

ng. no. 7
",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",null
726214f,69724ac0-c557-012f-491c-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-6d60-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=726214f&t=w,,Queens: Broadway - Britton Avenue,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': []}",726214b,"Broadway, north side, between Britton Avenue and Pettit Place, showing an old frame dwelling. It belonged to one Williamson in 1891.

P. L. Sperr

View 1: April 25, 1936
Views 2,3: November 5, 1936
",gpt,"Broadway & Britton Avenue, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens","[40.742786, -73.882616]"
719138f,82e60460-c54c-012f-7516-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-361b-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=719138f&t=w,1905,Manhattan: Columbus Circle - 59th Street (West) - 8th Avenue.,['[Virginia Hotel.]'],,"{'name': ['Columbus, Christopher'], 'temporal': [], 'geographic': ['Columbus Circle (New York, N.Y.)', 'Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Statues']}",719138b,"Columbus Circle, south side, west from, but not including W. 59th Street, to and including Eighth Avenue. The view also shows the east side of both Broadway (on the left), and Eighth Avenue (right). Note the Columbus Monument silhouetted by the former Virginia Hotel Building.

About 1905?

New York Edison Company.
",gpt,"Columbus Circle & 59th Street (West) & 8th Avenue., Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.768035, -73.981919]"
723166f,de7bc1a0-c552-012f-8537-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-5594-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=723166f&t=w,1937,Manhattan: St. Nicholas Avenue - Fort George Avenue,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Highbridge Park (New York, N.Y.)', 'Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Apartment houses', 'Parks']}",723166b,"(1)
St. Nicholas Ave., north from but not including Fort George Ave. From this point the avenue winds down a sharp hill and reaches Nagle Ave. at its junction with Dyckman Street and Hillside Ave. (where it terminates) This point of vantage affords a panoramic view of the northernmost sector of Manhattan, north from Dyckman Street, to Spuyten Duyvil. At the right is part of Highbridge Park, and at the left is a very steep slope
reaching down to Hillside Ave.
April 24, 1937.
P. L. Sperr.
(2)
The same, from a point slightly northward. Also shown is a portion of the Seventh Ave.-Van Cortlandt Line of the Interborough Rapid Transit subway, running, at this point, on an elevated structure on Nagle Ave.
April 20, 1937.
P. L. Sperr.
(3)
The same, but showing a closer view of the point of confluence of the thoroughfares mentioned in view No. 1. At the right appears Dyckman Street as it crosses Nagle Ave. and proceeds northward. The houses seen (left) are on the east side of Dyckman Street, north from Nagle Ave., and (right) on the north side of the latter, east from the former street. Also shown (extreme left) is the Dyckman Street station of the subway
line (mentioned in view 2).
April 20, 1937.
P. L. Sperr.
",site,"St. Nicholas Avenue & Fort George Avenue, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.856732, -73.928392]"
716420f,3477be40-c548-012f-125d-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-20e9-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=716420f&t=w,1938,Manhattan: Avenue B - 5th Street (East),[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Beauty shops', 'Photographic studios', 'Restaurants']}",716420b,"Avenue B, east side, north from a point (No. 81) midway between E. 5th and 6th Streets and across the latter, showing the business activity of a prominent East Side thoroughfare.

March 24, 1938.

P. L. Sperr
",site,"Avenue B & 5th Street (East), Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.723888, -73.982067]"
705398f,bb5ebf30-c536-012f-dbfd-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-d736-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=705398f&t=w,1941,Brooklyn: Lefferts Place - Classon Avenue,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Brownstone buildings', 'Houses']}",705398b,"Lefferts Place, adjoining the northeast corner of Classon Avenue, showing some remaining brownstones.

P. L. Sperr
September 6, 1941
",gpt,"Lefferts Place & Classon Avenue, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.680798, -73.958396]"
703362f,878d40d0-c533-012f-1dc4-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-c752-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=703362f&t=w,1940,Brooklyn: Buffalo Avenue - Pacific Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Apartment houses']}",703362b,"Buffalo Avenue, s. fr. Pacific Street, Brooklyn.
P. L. Sperr, photographer
July 13, 1940
",gpt,"Buffalo Avenue & Pacific Street, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.676291, -73.92486]"
723373f,39aef800-c553-012f-ea82-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-5732-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=723373f&t=w,1922,Manhattan: Spring Street - MacDougal Street,[],,"{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Duplexes']}",723373b,"233-237, 239-241, 243, 245 Spring Street, north side, adjoining and west of the Butterick Building at the N.W. corner of Macdougal Street (future N.W. corner of Sixth Avenue). These old houses will all be demolished in the winter 1925-26 to make room for the new Vivadon Building. With the exception of the 239 half of No. 239-241, they are all frame houses faced with brick. 1922.

Eugene L. Armbruster Collection.
",gpt,"Spring Street & MacDougal Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",null
464819,0ca3c400-c612-012f-0542-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47db-9e9a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=464819&t=w,,Hendrik Hudson Apartments. Plan of upper floors.,[],,"{'name': [], 'temporal': [], 'geographic': ['New York', 'New York (State)'], 'topic': ['Apartment houses']}",,,,"Broadway and 110th Street, Manhattan, NY",Apartment houses of the metropolis.,"[40.804142, -73.966612]"
716380f,24e235c0-c548-012f-5314-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-2099-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=716380f&t=w,,??Manhattan: Amsterdam Avenue - 193rd Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",716380b,,,"??Amsterdam Avenue & 193rd Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan",null
706405f,4487e770-c538-012f-30a3-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-b1f9-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=706405f&t=w,,Brooklyn: Putnam Avenue - Irving Place,[],,"{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",706405b,"South side of Putnam Ave., east of Irving Pl., B'klyn.",site,"Putnam Avenue & Irving Place, Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn","[40.682916, -73.959783]"
1516863,92d19670-c5cf-012f-c89f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-15b6-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1516863&t=w,,Social conditions: tenements,"['Exterior landing, balcony']",,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Buildings, structures, etc.']}",1516864,,,,"Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Topics",null
700044f,b53ae380-c52e-012f-dadb-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-a0c5-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=700044f&t=w,1937,Bronx: 135th Street (East) - Willis Avenue,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Bronx (New York, N.Y.)', 'New York (N.Y.)', 'Triborough Bridge (New York, N.Y.)'], 'topic': ['Bridge construction', 'Buildings', 'Elevated railroads']}",700044b,"369 to 343 (right to left) East 135th Street, north side, between Willis and Alexander Aves. (directly west of the Third Ave. Elevated structure). Also shown is part of the clearance between East 134th and 135th Streets which will be part of the approach to the Triborough Bridge.

November 14, 1937.

P. L. Sperr.
",gpt,"135th Street (East) & Willis Avenue, Bronx, NY","Photographic views of New York City, 1870's-1970's / Bronx","[40.807228, -73.924295]"
734153f,c9315c20-c563-012f-234a-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-ab46-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734153f&t=w,"1935, 1939",Flushing River - Queens - [Hunts Point Coke.],[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Flushing River (New York, N.Y.)', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Coal trade', 'Rivers']}",734153b,"Flushing River (Queens): North from the Northern Boulevard bridge, showing coal and stone and gravel yards. The Hunts Point coke silo is on the west bank, near Willets Point Boulevard. Views 2 and 3 show the new bridge which carries the Whitestone Bridge Parkway over the mouth of the river.

P. L. Sperr

View 1: Sept. 29, 1935
Views 2,3: May 27, 1939
",gpt,"Flushing River[Hunts Point Coke.], Queens, NY","Photographic views of New York City, 1870's-1970's / Topics",null
713053f,10025be0-c543-012f-16b6-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-069c-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=713053f&t=w,,Manhattan: 42nd Street (West) - Broadway,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': []}",713053b,140 West 42nd Street adjoining the S.E. corner of Broadway. Shown is the street level only of the Coral Gables Building that was devoted to sales of “Floridian” property of that name near Miami. About 1926,site,"42nd Street (West) & Broadway, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.755822, -73.98644]"
3985023,cdc92060-c5d7-012f-ba64-58d385a7bc34,https://digitalcollections.nypl.org/items/b4afdefd-4bfb-146a-e040-e00a180610a2,https://images.nypl.org/?id=3985023&t=w,,"Another view #17771: 801 W. 181st St.-Ft Washington Av, Manhattan",[],New York (N.Y.). Tenement House Dept.,"{'name': [], 'temporal': ['1930-1939'], 'geographic': ['New York', 'New York (State)'], 'topic': ['Tenement houses']}",,,,,Photographs taken by inspectors of the New York City Tenement House Department / Vol. 6,null
734836f,ef23b150-c564-012f-3fc0-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-b09a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734836f&t=w,1928,Weir Creek -- S. Schley Avenue - Throgs Neck Boulevard (Bronx).,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Weir Creek (New York, N.Y.)'], 'topic': ['Meadows', 'Streams -- New York (State) -- New York']}",734836b,"Weir Creek: A view south from Schley Ave. at Throggs Neck Boulevard.

July 17, 1928.

P. L. Sperr.
",gpt,,"Photographic views of New York City, 1870's-1970's / Topics",null
727274f,f8222a50-c558-012f-ea14-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-75a1-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=727274f&t=w,1927,Queens: Little Neck Parkway - Motor Parkway,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': ['Farmhouses']}",727274b,"Little Neck Parkway, at the S. E. corner of Motor Parkway (or Shiloh Avenue), showing an old farmstead which was owned by G. W. Walters in 1891 and compromised an area of 44 acres. The farm was subsequently broken up.

P. L. Speer
",gpt,"Little Neck Parkway & Motor Parkway, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",null
716833f,e5e5bce0-c548-012f-4b1e-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-241d-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=716833f&t=w,1904,Manhattan: Broad Street - Wall Street,[],,"{'name': ['New York Stock Exchange'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Stock exchanges']}",716833b,"Broad Street, adjoining the S.W. corner of Wall Street, showing the facade of the New York Stock Exchange Building.

The center figure represents ""Integrity."" On the right the groups represent ""Primitive Agriculture and the Products of the Soil"" and ""Mining."" On the left, ""Motive Power, Scientific and Mechanical Appliances"" and ""the Designer and Mechanic.""

This appeared in the Evening Mail Illustrated Saturday Magazine of June 18, 1904 several days after the unveiling ceremonies.

June, 1904.

Gift of Urbrock Collection
",gpt,"Broad Street & Wall Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.70713, -74.010723]"
720769f,106541b0-c54f-012f-e5bd-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-42d9-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=720769f&t=w,1935,Manhattan: Lafayette Street - Spring Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Carts & wagons', 'Horse teams', 'Repairing trades', 'Shoes', 'Stores & shops']}",720769b,"Lafayette (Elm) Street, west side, north from, but not including Spring, to, and including Prince Streets.

April 19, 1935.

P. L. Sperr.
",gpt,"Lafayette Street & Spring Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.722271, -73.997142]"
1516919,a579ed20-c5cf-012f-1cec-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47e2-1464-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=1516919&t=w,,Social conditions: tenements,['Building exterior (front) and sidewalk'],,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)'], 'topic': ['Buildings, structures, etc.']}",1516920,,,,"Photographic views of New York City, 1870's-1970's, from the collections of the New York Public Library. Supplement.  / Topics",null
729767f,d3865eb0-c55c-012f-4c70-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-891e-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=729767f&t=w,1931,Richmond: Tompkins Street - Gordon Street,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Staten Island (New York, N.Y.)'], 'topic': ['Neighborhoods']}",729767b,"Tompkins Street, south side, east from Gordon Street. Note the rears of old, abandoned frame houses fronting on the west side of Patten Street and extending to Meadow Street.

February 25, 1931

P. L. Sperr
",gpt,"Tompkins Street & Gordon Street, Staten Island, NY","Photographic views of New York City, 1870's-1970's / Staten Island",null
104711,aaabcd60-c5ee-012f-a07f-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47d9-cb5c-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=104711&t=w,,"Actor's Home, West Brighton, Staten Island",[],,"{'name': [], 'temporal': [], 'geographic': ['Staten Island (New York, N.Y.)'], 'topic': []}",,,,"Actor's Home, West Brighton, Staten Island, N.Y.","Staten Island post cards / Homes, Institutions",null
734246f,f0da5410-c563-012f-0ee6-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-ac00-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=734246f&t=w,"1930, 1934",Harlem River - Bronx - 140th to 145th Streets (East) - [American Bread Wrapper Company.],[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Harlem River (N.Y.)', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Factories', 'Paper industry', 'Rivers']}",734246b,,,"140th to 145th Streets (East) - [American Bread Wrapper Company.], Harlem River, Bronx, NY","Photographic views of New York City, 1870's-1970's / Topics",null
718312f,36e3a000-c54b-012f-07ba-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-2fa7-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=718312f&t=w,1933,Manhattan: Central Park - Pathways.,['[Manhattan: Central Park West.]'],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Central Park (New York, N.Y.)', 'Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Parks', 'Trails & paths']}",718312b,"Central Park, Pathways: An over and under pass in the northern portion of the Park as viewed northwestward towards Central Park West.

May 18, 1933.

P. L. Sperr.
",site,"Central Park & Pathways., Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.782865, -73.965355]"
729817f,e71ecfc0-c55c-012f-29d5-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-8982-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=729817f&t=w,,Richmond: Victory Boulevard - Carter Avenue,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Staten Island (New York, N.Y.)'], 'topic': []}",729817b,"3187 Victory Boulevard, at the N.E. corner of Carter Avenue. Butler's 1853 map shows the house to have belonged to E. Mar. In 1874 it was owned by J. M. Decker, according to Beers's map. Fred Kettelas was the owner in 1898.

May 19, 1932

P. L. Sperr
",gpt,"Victory Boulevard & Carter Avenue, Staten Island, NY","Photographic views of New York City, 1870's-1970's / Staten Island",null
3985087,e10327b0-c5d7-012f-5819-58d385a7bc34,https://digitalcollections.nypl.org/items/b4afdefd-4c3b-146a-e040-e00a180610a2,https://images.nypl.org/?id=3985087&t=w,,"Tenement row, Upper East Side: Manhattan",[],New York (N.Y.). Tenement House Dept.,"{'name': [], 'temporal': ['1930-1939'], 'geographic': ['New York', 'New York (State)'], 'topic': ['Tenement houses']}",,,,,Photographs taken by inspectors of the New York City Tenement House Department / Vol. 7,null
707327f,a7af07d0-c539-012f-cd57-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-b92c-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=707327f&t=w,1942,Brooklyn: Watkins St. - Milford St.,[],"Sperr, Percy Loomis","{'name': [], 'temporal': [], 'geographic': ['Brooklyn (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Clinics']}",707327b,"P.L. Sperr, photographer  6-25-1942",gpt,"Watkins St. & Milford St., Brooklyn, NY","Photographic views of New York City, 1870's-1970's / Brooklyn",null
727469f,468dc080-c559-012f-4d08-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-7727-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=727469f&t=w,,Queens: New York Boulevard - 131st Avenue,[],,"{'name': [], 'temporal': [], 'geographic': ['New York (N.Y.)', 'Queens (New York, N.Y.)'], 'topic': []}",727469b,"New York Boulevard, west side, between One Hundred Thirty-first and One Hundred Thirty-third Ave., showing an old house directly in line of One Hundred Thirty-third Ave. It does not appear in the Queens Atlas of 1931.

1922.

Eugene L. Armbruster Collection.
",gpt,"New York Boulevard & 131st Avenue, Queens, NY","Photographic views of New York City, 1870's-1970's / Queens",null
718549f,98931860-c54b-012f-eeb2-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dd-3183-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=718549f&t=w,1925,Manhattan: Centre Street - Park Row,[],"Brown Brothers (New York, N.Y.)","{'name': ['David N. Dinkins Manhattan Municipal Building (New York, N.Y.)'], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Monuments & memorials']}",718549b,"Centre Street, north from Park Row. On the west side of Centre Street, appears the present Hall of Records. The Municipal Building is shown on the right.

About 1925.

Brown Brothers.
",gpt,"Centre Street & Park Row, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.71215, -74.005615]"
417629,245c9350-c6cd-012f-36c3-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47da-d9da-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=417629&t=w,,"The Esperanto, 390 West 105th Street; Plan of first floor; Plan of upper floors.",[],,"{'name': [], 'temporal': [], 'geographic': ['New York Metropolitan Area'], 'topic': ['Apartment houses', 'Architecture']}",,,,"390 West 105th Street, Manhattan, NY",Supplement to Apartment houses of the metropolis.,"[40.801564, -73.970505]"
708765f,00f8eb90-c53c-012f-709d-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-e51a-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=708765f&t=w,1929,Manhattan: 5th Avenue - 42nd Street,['[500 5th Avenue ; Bristol Hotel.]'],"Underhill, Irving,d. 1960","{'name': [], 'temporal': [], 'geographic': ['Manhattan (New York, N.Y.)', 'New York (N.Y.)'], 'topic': ['Hotels']}",708765b,"Demolishing Hotel Bristol, Fifth Avenue at N.W. corner of 42nd Street.

December 16, 1929.

Irving Underhill, Photographer.
",gpt,"5th Avenue & 42nd Street, Manhattan, NY","Photographic views of New York City, 1870's-1970's / Manhattan","[40.753488, -73.980894]"
701211f,55376860-c530-012f-afb5-58d385a7bc34,https://digitalcollections.nypl.org/items/510d47dc-a9df-a3d9-e040-e00a18064a99,https://images.nypl.org/?id=701211f&t=w,,Bronx: Hall of Fame.,[],"Simmons, William","{'name': [], 'temporal': [], 'geographic': ['Bronx (New York, N.Y.)', 'New York', 'New York (N.Y.)', 'New York (State)'], 'topic': ['Galleries & museums']}",701211b,"New York University
Photo by Williams Simmons
No. 90
",gpt,"Hall of Fame., Bronx, NY","Photographic views of New York City, 1870's-1970's / Bronx",null
